Hour,R0ad_name,Direction,Location,Time_Spend,Type,Dead,Injury,inside shoulder,inner lane,Nakauchi Lane,middle lane,Chinese and foreign lanes,outer lane,outer shoulder,ramp,capsize accident,construction accident,Dangerous goods vehicles,vehicle fire,Smoke car accident,Mainline interruption,branch, Category, crash car count,datetime,is_death,is_injury,car_type1_ratio,car_type2_ratio,car_type3_ratio,car_type4_ratio,car_type5_ratio
20,10010,2,44.1,17,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/10/20 20:48,FALSE,FALSE,1,0,0,0,0
21,10030,1,42,3,A3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/10/20 21:05,FALSE,FALSE,0.5,0,0.5,0,0
21,10010,1,51.6,4,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/10/20 21:31,FALSE,FALSE,1,0,0,0,0
21,10020,3,11,8,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/10/20 21:34,FALSE,FALSE,1,0,0,0,0
21,10010,1,88.2,11,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/10/20 21:37,FALSE,FALSE,1,0,0,0,0
22,10010,2,30.6,5,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/10/20 22:25,FALSE,FALSE,1,0,0,0,0
22,10010,1,57.2,16,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,5,2023/10/20 22:55,FALSE,FALSE,1,0,0,0,0
22,10010,1,58.1,65,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/10/20 22:13,FALSE,FALSE,1,0,0,0,0
23,10010,1,57.7,14,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,8,2023/10/20 23:26,FALSE,FALSE,1,0,0,0,0
1,10010,2,88.1,131,A2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/10/21 01:04,FALSE,TRUE,1,0,0,0,0
3,10010,1,63.1,45,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/10/21 03:10,FALSE,FALSE,0,0.5,0.5,0,0
9,10010,1,80.7,18,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/10/21 09:23,FALSE,FALSE,1,0,0,0,0
9,10010,2,83.3,9,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/10/21 09:47,FALSE,FALSE,1,0,0,0,0
7,10010,2,28.3,7,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/9/27 07:48,FALSE,FALSE,1,0,0,0,0
7,10020,4,7,43,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,4,2023/9/27 07:16,FALSE,FALSE,1,0,0,0,0
7,10030,1,64.8,8,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/9/27 07:59,FALSE,FALSE,1,0,0,0,0
8,10030,2,35,12,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/9/27 08:01,FALSE,FALSE,1,0,0,0,0
7,10030,1,5.3,14,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/5/9 07:32,FALSE,FALSE,1,0,0,0,0
7,10010,2,62.5,8,A3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/5/9 07:43,FALSE,FALSE,0.5,0.5,0,0,0
7,10010,1,78.1,7,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/5/9 07:58,FALSE,FALSE,1,0,0,0,0
8,10030,2,20.3,10,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/5/9 08:12,FALSE,FALSE,1,0,0,0,0
8,10010,1,22.6,6,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/5/9 08:25,FALSE,FALSE,0.5,0,0.5,0,0
8,10020,4,6.7,22,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,4,2023/5/9 08:26,FALSE,FALSE,1,0,0,0,0
8,10010,2,27,7,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/5/9 08:58,FALSE,FALSE,0.5,0,0.5,0,0
9,10010,1,81.8,26,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/5/9 09:04,FALSE,FALSE,0.5,0,0.5,0,0
9,10030,2,37.1,10,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/5/9 09:34,FALSE,FALSE,1,0,0,0,0
9,10010,2,19.6,7,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/5/9 09:32,FALSE,FALSE,1,0,0,0,0
9,10010,1,19.9,12,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/5/9 09:58,FALSE,FALSE,0.5,0,0,0,0.5
10,10010,2,26.4,17,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/5/9 10:03,FALSE,FALSE,0.5,0,0.5,0,0
10,10010,1,41,6,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/5/9 10:44,FALSE,FALSE,0,0.5,0.5,0,0
10,10010,2,34.3,28,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/5/9 10:59,FALSE,FALSE,0,1,0,0,0
12,10010,2,33,6,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/5/9 12:01,FALSE,FALSE,1,0,0,0,0
12,10030,1,109,30,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/5/9 12:29,FALSE,FALSE,1,0,0,0,0
12,10010,1,8.2,80,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,Train,1,2023/5/9 12:17,FALSE,FALSE,1,0,0,0,0
7,10030,1,106.4,21,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,1,2023/9/27 07:54,FALSE,FALSE,1,0,0,0,0
17,10010,2,43.5,20,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/6/15 17:57,FALSE,FALSE,1,0,0,0,0
17,10010,1,90.4,50,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,4,2023/6/15 17:36,FALSE,FALSE,1,0,0,0,0
18,10030,1,98.5,10,A3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/6/15 18:29,FALSE,FALSE,1,0,0,0,0
18,10030,1,19.6,5,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/6/15 18:35,FALSE,FALSE,1,0,0,0,0
18,10010,1,65,11,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/6/15 18:32,FALSE,FALSE,1,0,0,0,0
9,10010,2,166.4,4,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,Train,2,2023/10/12 09:04,FALSE,FALSE,1,0,0,0,0
18,10030,2,91.3,25,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/6/15 18:45,FALSE,FALSE,1,0,0,0,0
19,10010,2,33,9,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/6/15 19:03,FALSE,FALSE,0.5,0,0.5,0,0
19,10010,2,95.3,22,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/6/15 19:25,FALSE,FALSE,1,0,0,0,0
6,10010,2,98.4,14,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/6/16 06:24,FALSE,FALSE,1,0,0,0,0
6,10010,2,52,18,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,1,2023/6/16 06:29,FALSE,FALSE,1,0,0,0,0
8,10010,2,187,6,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Train,2,2023/10/12 08:16,FALSE,FALSE,1,0,0,0,0
7,10010,2,18,3,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/6/16 07:48,FALSE,FALSE,1,0,0,0,0
7,10010,2,23.4,4,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/6/16 07:59,FALSE,FALSE,1,0,0,0,0
21,10030,2,207.3,23,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,Train,2,2023/10/11 21:24,FALSE,FALSE,1,0,0,0,0
20,10010,1,110.3,13,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Train,2,2023/10/11 20:23,FALSE,FALSE,1,0,0,0,0
9,10010,2,28.2,6,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/6/16 09:23,FALSE,FALSE,1,0,0,0,0
9,10010,1,12.7,28,A3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,Train,3,2023/6/16 09:03,FALSE,FALSE,0.333333333,0.333333333,0.333333333,0,0
20,10010,1,110,4,A3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,Train,2,2023/10/11 20:05,FALSE,FALSE,0.5,0,0,0,0.5
10,10030,2,37.5,13,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/6/16 10:09,FALSE,FALSE,0.666666667,0,0.333333333,0,0
10,10010,2,82.8,5,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/6/16 10:41,FALSE,FALSE,0.666666667,0,0.333333333,0,0
18,10040,3,26.6,13,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Train,1,2023/10/11 18:39,FALSE,FALSE,1,0,0,0,0
15,10010,1,231,10,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Train,2,2023/10/11 15:48,FALSE,FALSE,0.5,0,0.5,0,0
18,10030,1,44.2,5,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/16 18:40,FALSE,FALSE,1,0,0,0,0
20,10010,1,70.3,8,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/16 20:41,FALSE,FALSE,1,0,0,0,0
21,10010,2,82.2,6,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/7/16 21:15,FALSE,FALSE,1,0,0,0,0
21,10010,1,70.3,8,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/7/16 21:15,FALSE,FALSE,1,0,0,0,0
21,10010,1,19.4,13,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/7/16 21:33,FALSE,FALSE,1,0,0,0,0
22,10010,1,33,8,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/16 22:53,FALSE,FALSE,1,0,0,0,0
23,10030,1,51.7,19,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/7/16 23:24,FALSE,FALSE,1,0,0,0,0
6,10010,2,34.5,11,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 06:54,FALSE,FALSE,1,0,0,0,0
7,10010,2,90.7,6,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 07:20,FALSE,FALSE,1,0,0,0,0
7,10010,1,11,17,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/17 07:49,FALSE,FALSE,0,0,0,1,0
8,10010,2,20.8,8,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/7/17 08:02,FALSE,FALSE,0.666666667,0,0.333333333,0,0
8,10010,2,30.3,5,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 08:27,FALSE,FALSE,1,0,0,0,0
8,10010,1,41,7,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/17 08:39,FALSE,FALSE,1,0,0,0,0
8,10010,1,22,6,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/7/17 08:51,FALSE,FALSE,1,0,0,0,0
19,10050,1,14.6,40,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Train,2,2023/9/23 19:57,FALSE,FALSE,1,0,0,0,0
8,10030,1,20.2,12,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 08:55,FALSE,FALSE,1,0,0,0,0
9,10030,1,31,8,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/17 09:15,FALSE,FALSE,1,0,0,0,0
9,10030,2,39.4,16,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 09:46,FALSE,FALSE,0.5,0,0.5,0,0
10,10010,2,31.2,8,A3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 10:53,FALSE,FALSE,1,0,0,0,0
11,10030,2,74,3,A3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 11:39,FALSE,FALSE,0.5,0.5,0,0,0
12,10010,2,18.8,66,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,1,2023/7/17 12:02,FALSE,FALSE,0,1,0,0,0
13,10010,2,25.2,2,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 13:16,FALSE,FALSE,1,0,0,0,0
12,10010,2,52,18,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,1,2023/7/17 12:59,FALSE,FALSE,1,0,0,0,0
13,10010,2,26.8,7,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/7/17 13:50,FALSE,FALSE,1,0,0,0,0
13,10020,3,9.8,5,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 13:58,FALSE,FALSE,1,0,0,0,0
14,10030,1,3.4,25,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,1,2023/7/17 14:31,FALSE,FALSE,1,0,0,0,0
14,10010,1,23,13,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 14:45,FALSE,FALSE,1,0,0,0,0
15,10030,1,44,8,A3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 15:22,FALSE,FALSE,1,0,0,0,0
15,10010,2,15.3,39,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,4,2023/7/17 15:18,FALSE,FALSE,0.5,0.25,0.25,0,0
16,10020,4,19.3,5,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 16:05,FALSE,FALSE,1,0,0,0,0
15,10010,1,23,22,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/17 15:59,FALSE,FALSE,1,0,0,0,0
15,10030,1,42,6,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/17 15:27,FALSE,FALSE,1,0,0,0,0
15,10030,2,68.2,41,A2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,Train,2,2023/7/17 15:59,FALSE,TRUE,0.5,0,0.5,0,0
16,10010,2,64,10,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 16:44,FALSE,FALSE,0,1,0,0,0
16,10010,1,32,10,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/17 16:55,FALSE,FALSE,0.5,0,0.5,0,0
17,10010,1,91,2,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/17 17:19,FALSE,FALSE,1,0,0,0,0
17,10030,2,102.4,8,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/7/17 17:44,FALSE,FALSE,0.666666667,0,0.333333333,0,0
17,10010,2,82.5,28,A3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,Train,1,2023/7/17 17:26,FALSE,FALSE,1,0,0,0,0
18,10010,2,18,3,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/17 18:21,FALSE,FALSE,1,0,0,0,0
18,10010,1,98.7,8,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/7/17 18:17,FALSE,FALSE,0.5,0,0.5,0,0
18,10010,2,18,8,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 18:46,FALSE,FALSE,1,0,0,0,0
19,10010,1,33.1,4,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/17 19:19,FALSE,FALSE,1,0,0,0,0
19,10010,2,95.2,4,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/7/17 19:25,FALSE,FALSE,1,0,0,0,0
19,10030,2,13.5,28,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/7/17 19:13,FALSE,FALSE,1,0,0,0,0
22,10030,1,35,30,A3,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,Train,2,2023/7/17 22:21,FALSE,FALSE,0,0,0.5,0,0.5
6,10010,2,15,7,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/18 06:55,FALSE,FALSE,1,0,0,0,0
7,10010,2,46.8,14,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/7/18 07:40,FALSE,FALSE,1,0,0,0,0
7,10030,1,61.3,51,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/7/18 07:06,FALSE,FALSE,1,0,0,0,0
8,10010,1,37.3,4,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 08:03,FALSE,FALSE,1,0,0,0,0
8,10010,1,9,29,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/7/18 08:41,FALSE,FALSE,0.666666667,0,0.333333333,0,0
9,10031,3,4.5,9,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 09:31,FALSE,FALSE,0.5,0,0.5,0,0
9,10010,1,10,19,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/18 09:56,FALSE,FALSE,1,0,0,0,0
10,10010,2,25.5,2,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 10:21,FALSE,FALSE,1,0,0,0,0
10,10010,1,62.5,42,A2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 10:34,FALSE,TRUE,0.5,0,0.5,0,0
12,10010,2,41,7,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/18 12:00,FALSE,FALSE,1,0,0,0,0
13,10010,2,25.2,13,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 13:25,FALSE,FALSE,1,0,0,0,0
13,10010,1,51.5,11,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 13:29,FALSE,FALSE,1,0,0,0,0
14,10010,1,27,6,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/18 14:54,FALSE,FALSE,1,0,0,0,0
15,10010,2,34.2,34,A2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,4,2023/7/18 15:10,FALSE,TRUE,0.5,0,0.5,0,0
15,10010,2,35.3,8,A3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 15:40,FALSE,FALSE,1,0,0,0,0
15,10010,1,57.4,7,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 15:56,FALSE,FALSE,0,0,1,0,0
16,10020,3,4,12,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/18 16:13,FALSE,FALSE,0.5,0,0.5,0,0
16,10030,1,34.3,3,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 16:21,FALSE,FALSE,1,0,0,0,0
16,10020,3,4,12,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 16:13,FALSE,FALSE,0.5,0,0.5,0,0
16,10010,2,95,13,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 16:47,FALSE,FALSE,1,0,0,0,0
17,10010,1,68.1,10,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/7/18 17:37,FALSE,FALSE,0.666666667,0,0.333333333,0,0
18,10010,1,34,12,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/7/18 18:11,FALSE,FALSE,1,0,0,0,0
18,10010,1,93.2,13,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/7/18 18:16,FALSE,FALSE,1,0,0,0,0
18,10010,1,31.9,19,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/7/18 18:26,FALSE,FALSE,0.666666667,0,0.333333333,0,0
18,10030,1,98,20,A3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Train,1,2023/7/18 18:36,FALSE,FALSE,1,0,0,0,0
18,10030,1,19.9,6,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/7/18 18:51,FALSE,FALSE,1,0,0,0,0
18,10010,1,33.5,6,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/7/18 18:53,FALSE,FALSE,1,0,0,0,0
19,10010,2,95.2,7,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 19:48,FALSE,FALSE,1,0,0,0,0
19,10010,1,29.2,21,A3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/7/18 19:50,FALSE,FALSE,1,0,0,0,0
21,10010,2,31.6,14,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,1,2023/7/18 21:42,FALSE,FALSE,1,0,0,0,0
23,10010,2,11.7,10,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/18 23:07,FALSE,FALSE,0.5,0,0.5,0,0
2,10010,1,61.7,80,A3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,Train,1,2023/7/19 02:54,FALSE,FALSE,0,0,1,0,0
7,10030,1,51.5,15,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 07:07,FALSE,FALSE,1,0,0,0,0
6,10010,2,62,6,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 06:59,FALSE,FALSE,0.5,0,0.5,0,0
7,10030,2,46.5,4,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/7/19 07:19,FALSE,FALSE,1,0,0,0,0
7,10010,1,83,3,A3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,Train,2,2023/7/19 07:27,FALSE,FALSE,1,0,0,0,0
10,10010,2,44,4,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 10:01,FALSE,FALSE,1,0,0,0,0
13,10050,1,15.6,53,A3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Train,2,2023/1/1 13:28,FALSE,FALSE,1,0,0,0,0
10,10010,2,29.5,9,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,3,2023/7/19 10:02,FALSE,FALSE,1,0,0,0,0
10,10030,2,36.4,5,A3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 10:43,FALSE,FALSE,0.5,0,0.5,0,0
13,10030,2,43.8,13,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,4,2023/7/19 13:21,FALSE,FALSE,1,0,0,0,0
13,10010,1,61.2,7,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 13:51,FALSE,FALSE,1,0,0,0,0
13,10010,2,61.8,16,A3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 13:43,FALSE,FALSE,1,0,0,0,0
14,10010,1,57.2,12,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 14:39,FALSE,FALSE,1,0,0,0,0
14,10030,1,33.7,24,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 14:45,FALSE,FALSE,1,0,0,0,0
15,10031,4,3,6,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/19 15:33,FALSE,FALSE,1,0,0,0,0
15,10010,2,25,11,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,3,2023/7/19 15:47,FALSE,FALSE,1,0,0,0,0
16,10010,2,15,6,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,2,2023/7/19 16:25,FALSE,FALSE,1,0,0,0,0
17,10010,1,33,22,A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,3,2023/7/19 17:27,FALSE,FALSE,0.666666667,0,0.333333333,0,0
17,10010,1,28.6,20,A3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 17:30,FALSE,FALSE,1,0,0,0,0
17,10010,2,38.9,8,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 17:46,FALSE,FALSE,1,0,0,0,0
17,10020,3,10.5,11,A3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 17:46,FALSE,FALSE,0.5,0,0.5,0,0
17,10010,2,41,10,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 17:53,FALSE,FALSE,1,0,0,0,0
18,10010,1,69,34,A2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,Train,4,2023/7/19 18:00,FALSE,TRUE,1,0,0,0,0
18,10030,1,79,33,A2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,Train,1,2023/7/19 18:20,FALSE,TRUE,1,0,0,0,0
18,10010,2,39,8,A3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Train,2,2023/7/19 18:32,FALSE,FALSE,1,0,0,0,0
